code_barre,adresseLongitude,adresseLatitude,adresseLigne1,code_postal,region,commune,populationCommune,densite,niveau_de_vie,gareLaPlusProche,distanceGare,nombre_paiements,nombre_contacts,taux de transformation
PROX-BDB-1021-353145,4.31822,45.59,7 PL DE LA DEVISE,42330.0,Auvergne-Rhône-Alpes,Saint-Galmier,5864.0,3,22338.0,Veauche-St-Galmier,3.3131709905082047,15.0,22,68.18181818181817
PROX-BDB-1021-353146,5.6931,45.17657,8 RUE DE LA FAUCONNIERE,38170.0,Auvergne-Rhône-Alpes,Seyssinet-Pariset,12171.0,4,22043.0,Grenoble,2.309070474258373,8.0,33,24.242424242424242
PROX-BDB-1021-353147,4.95066,45.28925,15 place de l'Eglise,26210.0,Auvergne-Rhône-Alpes,Saint-Sorlin-en-Valloire,2299.0,2,19395.5,Manthes-Lapeyrouse,3.7939106710435833,12.0,18,66.66666666666666
PROX-BDB-1021-353148,4.83782,45.07016,68 avenue JEAN JAURES,26600.0,Auvergne-Rhône-Alpes,Tain-l'Hermitage,6366.0,3,19251.0,Tain-l'Hermitage-Tournon,0.2858813763315866,20.0,43,46.51162790697674
PROX-BDB-1021-353149,5.4188,45.39799,34 RUE DE LA REPUBLIQUE,38690.0,Auvergne-Rhône-Alpes,Le Grand-Lemps,3152.0,2,20898.333333,Le Grand-Lemps,0.4259508427526435,15.0,29,51.724137931034484
PROX-BDB-1021-353150,6.42114,45.74596,39 PL DU VAL D ARLY,73400.0,Auvergne-Rhône-Alpes,Ugine,7332.0,3,19540.0,Ugine,0.24503079842609396,7.0,18,38.88888888888889
PROX-BDB-1021-353151,6.15383,45.56989,64 RUE AUGUSTE DOMENGET,73250.0,Auvergne-Rhône-Alpes,Saint-Pierre-d'Albigny,4038.0,2,21235.0,St-Pierre-d'Albigny,1.4283027549513667,20.0,33,60.60606060606061
PROX-BDB-1021-353152,4.38614,45.43555,16 RUE DU THEATRE,42000.0,Auvergne-Rhône-Alpes,Saint-Étienne,174520.0,4,17694.0,St-Étienne-Le Clapier,0.6170091573911684,4.0,75,5.333333333333334
PROX-BDB-1021-353153,5.12859,46.33675,11 GRANDE RUE,1340.0,Auvergne-Rhône-Alpes,Montrevel-en-Bresse,2531.0,2,20097.333333,Polliat,10.260689218657093,7.0,53,13.20754716981132
PROX-BDB-1221-354700,5.21431,46.19415,17 AVENUE DE LYON,1000.0,Auvergne-Rhône-Alpes,Bourg-en-Bresse,43306.0,3,18088.0,Bourg-en-Bresse,0.22349569884462794,17.0,51,33.33333333333333
PROX-BDB-1221-354701,4.75864,46.08022,12 Rue Saget,1090.0,Auvergne-Rhône-Alpes,Montmerle-sur-Saône,3859.0,3,22007.666667,Belleville-sur-Saône,4.205877083178379,9.0,18,50.0
PROX-BDB-1221-354702,5.32709,45.11716,10 route de valence,38160.0,Auvergne-Rhône-Alpes,Saint-Romans,1819.0,2,20704.0,St-Marcellin,3.750123690769421,8.0,61,13.114754098360656
PROX-BDB-1221-354703,5.32828,45.95166,3 RUE DU DOCTEUR CHARCOT,1500.0,Auvergne-Rhône-Alpes,Saint-Denis-en-Bugey,2336.0,3,20551.73913,Ambérieu,1.0967745235537996,2.0,54,3.7037037037037033
PROX-BDB-1221-354704,2.51675,49.86871,1 RUE DE LA REPUBLIQUE,80800.0,Hauts-de-France,Villers-Bretonneux,4518.0,2,20536.666667,Villers-Bretonneux,0.7597223922973703,10.0,53,18.867924528301888
PROX-BDB-1221-354705,5.06642,45.03232,6 AV DU PRESIDENT KENNEDY,26300.0,Auvergne-Rhône-Alpes,Bourg-de-Péage,10384.0,3,18264.0,Romans-Bourg-de-Péage,2.275097385115501,8.0,46,17.391304347826086
PROX-BDB-1221-354706,4.87899,44.93312,251 avenue de la République,7500.0,Auvergne-Rhône-Alpes,Guilherand-Granges,11204.0,4,21243.478261,Valence,1.2759799625576391,4.0,41,9.75609756097561
PROX-BDB-1221-354707,5.34132,45.33875,9 RTE DE BREZINS,38590.0,Auvergne-Rhône-Alpes,Saint-Étienne-de-Saint-Geoirs,3269.0,2,19958.333333,Le Grand-Lemps,9.0472559166276,6.0,20,30.0
PROX-BDB-1221-354708,6.11602,45.89798,25 avenue de chambery,74000.0,Auvergne-Rhône-Alpes,Annecy,130175.0,4,21676.5,Annecy,0.6508992135833851,6.0,18,33.33333333333333
PROX-BDB-1221-354709,6.58063,46.05951,14 GRANDE RUE,74300.0,Auvergne-Rhône-Alpes,Cluses,17454.0,3,18838.5,Cluses,0.2645156278440739,13.0,15,86.66666666666667
PROX-BDB-1221-354710,5.90976,45.69351,8 PL GEORGES CLEMENCEAU,73100.0,Auvergne-Rhône-Alpes,Aix-les-Bains,30373.0,3,20583.75,Aix-les-Bains-Le Revard,0.5921356146510177,5.0,19,26.31578947368421
PROX-BDB-1221-354711,4.67165,45.61912,21 PL DE LA LIBERTE,69440.0,Auvergne-Rhône-Alpes,Mornant,6140.0,3,23820.952381,Givors,8.251485961228827,15.0,25,60.0
PROX-BDB-1221-354712,5.94389,45.86857,14 RUE DU PONT NEUF,74150.0,Auvergne-Rhône-Alpes,Rumilly,15741.0,2,20377.777778,Rumilly,0.712154469971024,4.0,48,8.333333333333332
PROX-BDB-1221-354713,2.95677,50.492,31 RUE EDOUARD PLACHEZ,62220.0,Hauts-de-France,Carvin,17235.0,3,17205.5,Libercourt,3.9311901331852788,12.0,26,46.15384615384615
PROX-BDB-1221-354714,2.96524,50.61031,119 B RUE DU GENERAL DE GAULLE,59320.0,Hauts-de-France,Hallennes-lez-Haubourdin,4471.0,4,21996.0,Santes,2.112964344042562,4.0,45,8.88888888888889
PROX-BDB-1221-354715,2.54398,50.47653,460 RUE ALFRED LEROY,62700.0,Hauts-de-France,Bruay-la-Buissière,22267.0,3,15474.0,Vis-à-Marles,3.6522752700974914,35.0,63,55.55555555555556
PROX-BDB-1221-354716,4.82739,45.7594,1 QUAI FULCHIRON,69005.0,Auvergne-Rhône-Alpes,Lyon 5e Arrondissement,50473.0,4,22735.666667,Lyon-St-Paul,0.7854138787127122,2.0,48,4.166666666666666
PROX-BDB-1221-354717,2.80746,50.53163,54 RUE DU GENERAL LECLERC,59480.0,Hauts-de-France,La Bassée,6455.0,3,18088.693548,La Bassée,0.5218699656871393,9.0,15,60.0
PROX-BDB-1221-354718,2.82998,50.42943,12 RUE DU MARECHAL LECLERC,62300.0,Hauts-de-France,Lens,31614.0,4,15108.0,Lens,0.33555401867058415,5.0,70,7.142857142857142
PROX-BDB-1221-354719,2.96923,50.41845,639 BD ALBERT SCHWEITZER,62110.0,Hauts-de-France,Hénin-Beaumont,26385.0,4,16537.5,Hénin-Beaumont,1.1999785105925276,63.0,85,74.11764705882354
PROX-BDB-1221-354720,3.3949,49.05927,AV DE SOISSONS,2400.0,Hauts-de-France,Château-Thierry,15486.0,3,17385.0,Château-Thierry,2.618214805459369,6.0,56,10.714285714285714
PROX-BDB-1221-354721,2.77932,50.26478,106 place Varlet,62217.0,Hauts-de-France,Beaurains,5729.0,4,19590.952381,Arras,2.4220019447771994,7.0,94,7.446808510638298
PROX-BDB-1221-354722,3.96141,50.28106,14 RUE DU PROGRES,59600.0,Hauts-de-France,Maubeuge,30258.0,3,14697.142857,Maubeuge,1.0761143277813343,4.0,73,5.47945205479452
PROX-BDB-1221-354723,-0.38759,45.10312,98 AV DE PARIS,33620.0,Nouvelle-Aquitaine,Cavignac,2080.0,2,17447.307692,Cavignac,0.49482741516317547,26.0,47,55.319148936170215
PROX-BDB-1221-354724,2.42961,49.25729,18 RUE DE LA REPUBLIQUE,60160.0,Hauts-de-France,Montataire,13419.0,4,15558.157895,Montataire,0.8319003155539444,7.0,127,5.511811023622047
